13,13,13,13,13,13,5,13,13
13,13,13,13,13,13,5,13,13
13,13,13,13,13,13,5,13,13
13,13,13,13,13,13,5,13,13
13,13,13,13,13,13,5,13,13
13,13,13,13,13,13,5,13,13
13,13,13,13,13,13,5,13,13
13,13,13,13,13,13,5,13,13
13,13,13,13,13,13,5,13,13.
9,9,9,9,9,9,2,9,9
9,9,9,9,9,9,2,9,0
9,9,9,9,9,9,2,9,9
9,9,9,9,9,9,2,9,9
9,9,9,9,9,9,2,9,9
9,9,9,9,9,9,2,9,9
9,9,9,9,9,9,2,9,9
9,9,9,9,9,9,2,9,9
9,9,9,9,9,9,2,9,9.
2,2,2,2,2,2,2,2,2
2,2,2,2,3,2,2,2,4
2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2
2,2,2,7,7,2,2,2,2
2,2,2,2,2,2,2,2,2
2,2,0,0,0,7,2,2,2
2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2.
2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,0
2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2
2,2,0,0,0,2,2,2,2
2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2.
2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2
2,2,2,1,2,2,2,2,2
2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2.
2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2
