13,13,13,13,13,13,13,13,13
13,13,13,13,13,0,0,0,13
13,13,13,13,13,0,0,0,13
13,13,13,13,13,13,13,13,13
13,13,13,13,13,2,13,13,13
13,13,13,13,13,2,13,13,13
13,13,13,13,13,13,13,13,13
13,13,13,13,13,13,13,13,13
13,13,13,13,13,13,13,13,13.
13,13,13,13,9,9,9,13,13
13,13,13,13,9,9,2,0,13
13,13,13,13,9,9,0,0,13
13,13,13,13,13,9,13,13,13
13,13,13,13,13,2,0,13,13
13,13,13,13,13,2,13,13,13
13,13,13,13,13,13,13,13,13
13,13,13,13,13,13,13,13,13
13,13,13,13,13,13,13,13,13.
9,9,9,9,2,2,0,9,9
9,9,9,9,2,2,2,9,9
9,9,9,9,9,2,0,9,9
9,9,9,9,9,2,0,9,9
9,9,9,9,9,2,2,9,9
9,9,9,9,9,2,9,9,9
9,9,9,9,9,9,9,9,9
9,9,9,9,9,9,9,9,9
9,9,9,9,9,9,9,9,9.
2,2,2,2,2,2,0,2,2
2,2,2,3,2,2,2,2,2
2,2,2,2,2,2,0,2,2
2,2,2,2,2,2,0,2,2
2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,0,2,2
2,2,2,0,0,0,0,2,2
2,2,2,2,2,2,0,2,2
2,2,2,2,2,2,0,2,2.
2,2,2,2,2,2,4,2,2
2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,0,2,2
2,2,2,2,2,2,0,2,2
2,2,2,2,2,2,6,2,2
2,2,2,2,2,2,0,2,2
2,2,2,2,1,2,0,2,2
2,2,2,2,2,2,0,2,2
2,2,2,2,2,2,0,2,2.
2,2,2,2,2,2,0,2,2
2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,1,2,2
2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,1,2,2
2,2,2,2,2,2,2,2,2.
2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2
