13,13,13,13,13,2,2,2,2
13,13,13,13,13,5,5,5,0
13,13,13,13,13,2,2,2,2
13,13,13,13,13,2,2,2,2
0,0,0,0,0,13,13,13,13
13,13,13,13,13,13,13,13,13
13,13,13,13,13,13,13,13,13
13,13,13,13,13,13,13,13,13
13,13,13,13,13,13,13,13,13.
9,9,9,9,9,2,2,2,2
9,9,9,9,9,2,2,2,0
9,9,9,9,9,2,2,2,2
9,9,9,9,9,2,2,2,2
2,2,2,2,2,9,9,9,9
9,9,9,9,9,9,9,9,9
9,9,9,9,9,9,9,9,9
9,9,9,9,9,9,9,9,9
9,9,9,9,9,9,9,9,9.
2,2,2,2,2,2,2,2,2
2,2,3,2,2,2,2,2,4
2,2,1,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2
2,1,2,2,2,2,1,2,2
2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2.
2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2
2,1,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2.
2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,0
2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2.
2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2.
2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2
